nr;czas;koszt
7;0.0233293;3751
7;0.0546032;3748
7;0.0648513;3712
7;0.0663955;3699
7;0.0815252;3690
7;0.0885349;3651
7;0.104253;3644
7;0.140357;3626
7;0.18235;3621
7;0.185892;3588
7;0.196526;3529
7;0.199457;3526
7;0.199553;3505
7;0.231375;3497
7;0.239108;3491
7;0.307554;3484
7;0.32366;3458
7;0.370849;3451
7;0.372633;3450
7;0.479676;3417
7;0.553186;3399
7;0.642177;3370
7;0.724974;3330
7;0.729097;3325
7;0.771606;3287
7;0.779883;3282
7;0.803643;3262
7;1.02111;3239
7;1.50454;3220
7;1.87585;3208
7;2.02397;3205
7;2.22702;3194
7;2.64361;3166
7;2.84472;3153
7;3.02135;3103
8;0.00242104;3920
8;0.00372588;3856
8;0.00739958;3779
8;0.0171099;3768
8;0.0425477;3760
8;0.0526511;3751
8;0.0565156;3730
8;0.0631211;3718
8;0.0686217;3712
8;0.0851862;3676
8;0.109231;3636
8;0.144911;3590
8;0.158991;3552
8;0.166905;3547
8;0.167416;3542
8;0.167896;3515
8;0.175415;3483
8;0.184835;3463
8;0.235647;3440
8;0.245673;3412
8;0.261613;3391
8;0.342579;3384
8;0.355299;3366
8;0.372317;3353
8;0.380783;3346
8;0.537702;3343
8;0.73773;3335
8;0.881175;3330
8;0.909596;3325
8;0.950721;3309
8;0.986303;3307
8;1.00301;3296
8;1.07234;3285
8;1.66824;3275
8;1.68999;3272
8;1.74494;3269
8;1.89817;3251
8;1.98647;3250
8;2.01398;3246
8;2.0375;3242
8;2.05079;3232
8;2.62583;3219
9;0.000312333;3897
9;0.00328442;3861
9;0.00825979;3843
9;0.0104223;3804
9;0.0140004;3801
9;0.0154695;3759
9;0.0198192;3708
9;0.0209685;3694
9;0.0255107;3685
9;0.0721551;3664
9;0.0869977;3656
9;0.0988434;3652
9;0.114304;3642
9;0.151925;3620
9;0.164726;3612
9;0.204496;3606
9;0.205889;3599
9;0.27773;3559
9;0.281442;3556
9;0.306604;3549
9;0.318445;3531
9;0.339356;3509
9;0.352641;3491
9;0.389147;3445
9;0.52069;3432
9;0.651211;3425
9;0.993912;3406
9;1.0924;3387
9;1.11892;3359
9;1.91768;3354
9;2.51292;3342
9;2.82488;3339
9;2.89726;3328
9;3.53229;3287
9;5.10591;3278
9;7.40112;3275
9;8.21331;3270
9;8.27142;3265
9;8.2755;3232
9;8.47159;3204
9;8.57544;3202
9;8.6131;3163
9;15.1144;3161
9;15.1712;3146
9;15.1995;3122

Najlepsza znaleziona ścieka:
146-145-144-143-142-152-151-14-7-9-2-1-77-73-170-51-52-53-43-55-54-58-59-68-67-167-70-87-86-85-69-63-64-56-57-62-61-66-65-88-153-154-89-90-91-96-97-98-95-94-92-93-166-107-106-105-165-163-99-100-101-162-123-122-121-120-102-103-104-114-113-164-127-126-125-128-130-135-6-8-10-76-74-20-158-32-31-34-156-40-39-38-35-36-157-33-41-155-42-44-45-46-47-48-168-72-78-82-79-80-81-0-3-4-5-133-169-111-112-132-110-109-108-83-84-71-60-50-49-37-75-11-12-13-17-18-19-22-23-24-15-159-16-21-29-30-28-27-26-25-150-161-160-149-148-147-137-136-138-139-140-141-134-131-115-116-117-118-119-124-129-146
