nr;czas;koszt
4;7.0708e-05;4147
4;0.0001065;4101
4;0.000155292;4086
4;0.000202042;4018
4;0.000220042;3976
4;0.000246917;3940
4;0.000258167;3906
4;0.000262917;3882
4;0.000265333;3873
4;0.000294583;3856
4;0.000304083;3847
4;0.000329375;3776
4;0.000411625;3725
4;0.00048875;3709
4;0.00060375;3482
4;0.000689417;3463
4;0.000732208;3456
4;0.000745292;3368
4;0.000938958;3351
4;0.00106308;3339
4;0.00106979;3300
4;0.00109554;3292
4;0.00113858;3192
4;0.00127304;3159
4;0.00127975;3158
4;0.00128217;3146
4;0.00136133;3144
4;0.00136796;3131
4;0.00139421;3130
4;0.00144367;3124
4;0.00144833;3103
4;0.00183154;3102
4;0.00200021;3100
4;0.00204296;3058
4;0.00224508;3057
4;0.00234154;3050
4;0.00243329;2984
4;0.00271246;2967
4;0.00281738;2933
4;0.00323879;2914
4;0.00334346;2883
4;0.00350358;2849
4;0.00361008;2829
4;0.00364854;2803
4;0.00476221;2794
4;0.00521333;2779
4;0.00591462;2750
4;0.00620475;2718
4;0.00622829;2671
4;0.00645696;2652
4;0.00662021;2595
4;0.00669758;2561
4;0.00748862;2516
4;0.00997388;2489
4;0.0106906;2478
4;0.0107721;2470
4;0.0132658;2467
4;0.0140574;2442
4;0.014407;2422
4;0.0146802;2399
4;0.0150171;2383
4;0.0150897;2337
4;0.0157049;2320
4;0.0202154;2301
4;0.021385;2250
4;0.0215175;2183
4;0.0246908;2169
4;0.0274641;2157
4;0.0292333;2155
4;0.0452071;2151
4;0.0462351;2142
4;0.0467978;2141
4;0.0478624;2140
4;0.058958;2123
4;0.0605581;2112
4;0.0605821;2068
4;0.167672;2065
4;0.260954;2029
5;4.2e-08;4224
5;2.9875e-05;4125
5;3.2708e-05;4119
5;0.000139917;4092
5;0.000152042;3980
5;0.000215125;3946
5;0.000253583;3885
5;0.000322292;3883
5;0.000474125;3816
5;0.000519417;3803
5;0.000549458;3784
5;0.000556125;3717
5;0.000569458;3669
5;0.000644375;3597
5;0.000832167;3542
5;0.000887542;3537
5;0.00106504;3454
5;0.00112533;3402
5;0.00142779;3345
5;0.00170742;3289
5;0.00175913;3210
5;0.00181658;3202
5;0.00186158;3104
5;0.00214767;3009
5;0.00226729;2949
5;0.00234233;2939
5;0.00245129;2848
5;0.00268542;2846
5;0.00275821;2833
5;0.00387392;2806
5;0.00403442;2765
5;0.00434338;2738
5;0.00444175;2735
5;0.00454458;2701
5;0.00463008;2668
5;0.00547179;2631
5;0.00570433;2540
5;0.00607888;2539
5;0.00611371;2509
5;0.00647071;2496
5;0.00823108;2494
5;0.00846488;2426
5;0.00880037;2391
5;0.00881163;2383
5;0.00965533;2359
5;0.0104884;2352
5;0.0118886;2326
5;0.012768;2276
5;0.0134092;2224
5;0.013648;2198
5;0.0139912;2153
5;0.0159533;2118
5;0.0188964;2090
5;0.0340321;2056
5;0.0358751;2055
5;0.0361842;1989
5;0.0370038;1971
5;0.0893701;1960
6;6.584e-06;4287
6;3.0334e-05;4232
6;3.775e-05;4196
6;7.25e-05;4167
6;9.9209e-05;4060
6;0.000158459;3984
6;0.0002185;3865
6;0.000231667;3806
6;0.000268292;3801
6;0.00030275;3780
6;0.000318;3725
6;0.000326917;3679
6;0.000342125;3657
6;0.000344584;3460
6;0.000439042;3439
6;0.000479625;3411
6;0.000493;3300
6;0.000520917;3293
6;0.000536125;3251
6;0.000544959;3149
6;0.000817792;3140
6;0.000854334;3118
6;0.000867375;3050
6;0.00092525;2924
6;0.00141712;2923
6;0.00146479;2914
6;0.00181858;2864
6;0.00190192;2824
6;0.00191925;2823
6;0.00203025;2794
6;0.00218596;2779
6;0.00261654;2698
6;0.00285292;2633
6;0.00410012;2624
6;0.00468404;2617
6;0.00475867;2612
6;0.00485658;2601
6;0.00494675;2536
6;0.00536246;2508
6;0.00553267;2480
6;0.00557379;2440
6;0.00803208;2396
6;0.00900229;2381
6;0.0101698;2313
6;0.0102151;2289
6;0.0108179;2244
6;0.016089;2230
6;0.0287055;2197
6;0.0322952;2153
6;0.0323708;2086
6;0.0332921;2046
7;2.4834e-05;4280
7;3.15e-05;4234
7;3.7125e-05;4221
7;4.9209e-05;4182
7;6.5375e-05;3940
7;0.000105417;3909
7;0.000134917;3889
7;0.000168292;3825
7;0.000208417;3823
7;0.000264709;3770
7;0.000311959;3758
7;0.000363542;3749
7;0.000459542;3740
7;0.000472625;3629
7;0.000509417;3591
7;0.000592792;3540
7;0.000758917;3496
7;0.000763417;3463
7;0.000787042;3421
7;0.000876875;3381
7;0.00088375;3377
7;0.001156;3375
7;0.00216317;3364
7;0.00231308;3358
7;0.00232408;3319
7;0.00233108;3303
7;0.00234642;3284
7;0.00248517;3236
7;0.00256408;3222
7;0.00257721;3162
7;0.00272458;3124
7;0.002772;3101
7;0.00292992;3061
7;0.00306042;3055
7;0.00341362;3049
7;0.00360096;2981
7;0.00361833;2961
7;0.004247;2958
7;0.00428171;2941
7;0.00433521;2934
7;0.00437171;2827
7;0.00464454;2810
7;0.0047495;2808
7;0.004856;2787
7;0.00505883;2745
7;0.00521679;2726
7;0.00537879;2706
7;0.00578121;2654
7;0.00630113;2614
7;0.00708046;2606
7;0.00745654;2532
7;0.00783738;2531
7;0.00825721;2507
7;0.00926225;2500
7;0.00995646;2474
7;0.0105272;2469
7;0.010598;2466
7;0.0112363;2464
7;0.0114645;2436
7;0.0121082;2432
7;0.0150276;2415
7;0.0158238;2372
7;0.0220492;2336
7;0.0248018;2329
7;0.0251539;2303
7;0.0288767;2294
7;0.031594;2235
7;0.049253;2213
7;0.0956884;2212
7;0.100848;2201
7;0.113058;2191
7;0.659422;2181
8;2.0875e-05;4266
8;4.3041e-05;4097
8;8.8583e-05;4092
8;9.5541e-05;4063
8;0.0001025;4032
8;0.000111791;4019
8;0.000156291;3945
8;0.000158875;3925
8;0.000170541;3864
8;0.000257916;3815
8;0.000326333;3778
8;0.000378041;3699
8;0.000463375;3673
8;0.000602041;3642
8;0.000723833;3611
8;0.000777458;3603
8;0.000811541;3555
8;0.000822458;3551
8;0.000910125;3537
8;0.000997666;3515
8;0.00103408;3444
8;0.00110029;3425
8;0.00116033;3384
8;0.00148175;3310
8;0.00160333;3246
8;0.0016525;3212
8;0.00197225;3193
8;0.00201329;3190
8;0.00219879;3141
8;0.00227608;3091
8;0.00247613;2987
8;0.0025275;2928
8;0.00279008;2890
8;0.00287558;2853
8;0.00318725;2842
8;0.00321729;2820
8;0.00355171;2782
8;0.00368196;2778
8;0.00372917;2692
8;0.00392021;2656
8;0.00424033;2634
8;0.00479813;2602
8;0.00497729;2561
8;0.005031;2529
8;0.00523837;2524
8;0.00536013;2456
8;0.00554371;2454
8;0.00565887;2430
8;0.00619554;2412
8;0.00634696;2395
8;0.00639625;2340
8;0.00687392;2322
8;0.00694479;2299
8;0.00722937;2293
8;0.00745396;2284
8;0.00769875;2238
8;0.00775021;2210
8;0.00785917;2186
8;0.00865058;2172
8;0.0126759;2127
8;0.0150966;2124
8;0.0186813;2092
8;0.0188668;2074
8;0.0569569;2059
8;0.0869586;2045
9;2.333e-06;4243
9;3.9667e-05;4176
9;4.4708e-05;4140
9;8.3292e-05;4117
9;0.000108375;4101
9;0.000129625;4032
9;0.000145583;3992
9;0.0001615;3961
9;0.000239292;3949
9;0.000314792;3935
9;0.0003355;3920
9;0.000398458;3898
9;0.000403042;3830
9;0.000497417;3788
9;0.000499875;3749
9;0.000506625;3700
9;0.000641125;3667
9;0.000660875;3612
9;0.000727042;3611
9;0.000782167;3560
9;0.000856875;3441
9;0.000876583;3382
9;0.000919333;3339
9;0.00103312;3300
9;0.00106717;3246
9;0.00114217;3240
9;0.00125125;3173
9;0.00139425;3147
9;0.00144779;3105
9;0.00145863;2963
9;0.00151021;2961
9;0.00156379;2928
9;0.00159817;2873
9;0.00185179;2862
9;0.00212654;2837
9;0.00217383;2830
9;0.00238254;2764
9;0.00243825;2740
9;0.00255312;2734
9;0.002943;2707
9;0.0038305;2689
9;0.00432254;2681
9;0.00433987;2636
9;0.00497017;2558
9;0.00600454;2534
9;0.00676588;2489
9;0.00763229;2464
9;0.0132377;2427
9;0.0178467;2390
9;0.0182495;2383
9;0.0192794;2379
9;0.0199112;2374
9;0.0203627;2260
9;0.0214735;2235
9;0.0219102;2204
9;0.0228467;2186
9;0.0260687;2168
9;0.030066;2161
9;0.0358438;2147
9;0.0359442;2112
9;0.0511895;2093
9;0.0522195;2086
9;0.0555858;2073
9;0.0563585;2047

Najlepsza znaleziona ścieka:
2-42-1-0-25-10-11-8-3-24-4-29-30-5-31-7-23-34-35-14-15-16-45-39-19-44-21-47-26-22-41-43-40-20-37-38-18-17-46-36-13-12-32-6-9-33-27-28-2
