nr;czas;koszt
4;12.1912;3350
4;12.4635;3338
4;13.5995;3331
4;13.7602;3314
5;0.000156459;7057
5;0.000936334;6955
5;0.00102275;6863
5;0.00144204;6803
5;0.00156058;6744
5;0.00166062;6739
5;0.00179817;6729
5;0.00207475;6709
5;0.00313071;6595
5;0.00324875;6567
5;0.00327425;6496
5;0.00339883;6492
5;0.00354375;6483
5;0.00414379;6474
5;0.00425967;6466
5;0.00436404;6446
5;0.00468792;6424
5;0.00500596;6339
5;0.0051535;6292
5;0.00524883;6290
5;0.00574708;6288
5;0.00650329;6269
5;0.00763071;6235
5;0.00766683;6232
5;0.00784637;6156
5;0.00878508;6111
5;0.00892796;6074
5;0.00984596;6027
5;0.0103829;5970
5;0.0108039;5942
5;0.0126059;5941
5;0.0131658;5895
5;0.0144966;5869
5;0.016978;5861
5;0.0176892;5847
5;0.0186136;5812
5;0.0187518;5791
5;0.0198788;5768
5;0.020203;5748
5;0.0203799;5704
5;0.0224873;5698
5;0.0226732;5679
5;0.0226872;5647
5;0.0242829;5639
5;0.0254532;5615
5;0.0278925;5605
5;0.0297451;5594
5;0.0298814;5582
5;0.0301011;5554
5;0.0309088;5503
5;0.0311242;5478
5;0.0324438;5471
5;0.0331637;5411
5;0.0340345;5380
5;0.0349673;5318
5;0.0353819;5283
5;0.0358383;5211
5;0.0368121;5166
5;0.0388226;5092
5;0.0399858;5077
5;0.04087;5042
5;0.041613;5020
5;0.0429297;4949
5;0.04346;4924
5;0.0435446;4888
5;0.0447523;4872
5;0.0505514;4846
5;0.0523244;4813
5;0.0530846;4777
5;0.0537938;4773
5;0.0540342;4768
5;0.056393;4762
5;0.0598943;4714
5;0.0599651;4702
5;0.0623429;4695
5;0.0686635;4677
5;0.0692799;4665
5;0.0723178;4659
5;0.0889049;4649
5;0.0903612;4628
5;0.0903935;4613
5;0.0910873;4593
5;0.091396;4578
5;0.0931587;4573
5;0.0946012;4537
5;0.0993513;4504
5;0.0997907;4499
5;0.108794;4495
5;0.118928;4454
5;0.124537;4449
5;0.125225;4399
5;0.1273;4398
5;0.138733;4396
5;0.140033;4390
5;0.143265;4339
5;0.147857;4325
5;0.149273;4297
5;0.155948;4274
5;0.174871;4242
5;0.18768;4239
5;0.190099;4238
5;0.195293;4219
5;0.196774;4177
5;0.206129;4173
5;0.284862;4159
5;0.291064;4122
5;0.292832;4118
5;0.297123;4100
5;0.303041;4073
5;0.303274;4059
5;0.303968;4037
5;0.311218;4020
5;0.321356;3992
5;0.33187;3970
5;0.339592;3963
5;0.350405;3945
5;0.351684;3935
5;0.358336;3934
5;0.365697;3926
5;0.366157;3905
5;0.373196;3887
5;0.395181;3873
5;0.396932;3818
5;0.405485;3800
5;0.434189;3779
5;0.722267;3717
5;0.78564;3703
5;0.819716;3697
5;0.839737;3695
5;0.922594;3689
5;0.928018;3675
5;0.978461;3663
5;1.02583;3655
5;1.26325;3650
5;1.32061;3647
5;1.41482;3643
5;1.50298;3639
5;1.5685;3630
5;1.57112;3621
5;1.63509;3619
5;12.8104;3610
5;13.0764;3592
5;13.2444;3577
5;13.4293;3574
5;13.5058;3554
6;3.4625e-05;7127
6;0.000277125;7088
6;0.000298625;7045
6;0.000456209;6974
6;0.000522334;6905
6;0.000786;6901
6;0.00116175;6830
6;0.00123508;6807
6;0.00131704;6746
6;0.00137875;6727
6;0.00139513;6705
6;0.00186075;6698
6;0.00214679;6651
6;0.00230417;6629
6;0.00372625;6623
6;0.00380188;6580
6;0.0042695;6462
6;0.00438371;6417
6;0.00483929;6379
6;0.00488746;6371
6;0.00524313;6328
6;0.00570929;6236
6;0.00586158;6169
6;0.00668062;6162
6;0.00850458;6134
6;0.00902063;6132
6;0.00918412;6072
6;0.00922362;5999
6;0.00962446;5971
6;0.0122036;5955
6;0.0131684;5951
6;0.0165079;5916
6;0.0180261;5892
6;0.0180311;5891
6;0.0181666;5819
6;0.018611;5810
6;0.0191983;5763
6;0.0201662;5762
6;0.0212981;5720
6;0.0236023;5715
6;0.0238639;5679
6;0.0243733;5659
6;0.0258463;5641
6;0.0265952;5602
6;0.0270076;5589
6;0.027749;5561
6;0.03077;5557
6;0.0323148;5536
6;0.0350776;5528
6;0.0355292;5462
6;0.0384783;5416
6;0.0452518;5345
6;0.0481403;5309
6;0.048295;5265
6;0.0484023;5228
6;0.0518989;5196
6;0.0549753;5186
6;0.0549871;5167
6;0.0565722;5159
6;0.0571152;5145
6;0.0573725;5143
6;0.0635016;5131
6;0.0668413;5120
6;0.067072;5092
6;0.0679961;5084
6;0.0736757;5067
6;0.0743397;5048
6;0.0746647;5026
6;0.0757708;5013
6;0.0767511;5009
6;0.0842677;5006
6;0.0846954;4942
6;0.0872592;4926
6;0.0910775;4895
6;0.095079;4865
6;0.0987361;4790
6;0.101001;4775
6;0.101179;4743
6;0.101334;4701
6;0.101371;4649
6;0.108725;4647
6;0.109718;4645
6;0.115525;4620
6;0.118046;4617
6;0.11885;4598
6;0.125895;4596
6;0.126114;4579
6;0.126506;4573
6;0.126862;4557
6;0.128541;4531
6;0.129286;4519
6;0.130701;4499
6;0.132601;4428
6;0.146634;4392
6;0.149811;4380
6;0.153271;4329
6;0.154932;4320
6;0.165886;4289
6;0.171407;4275
6;0.179784;4271
6;0.196207;4212
6;0.198777;4207
6;0.208606;4183
