nr;czas;koszt
4;0.106251;3743
4;0.106902;3704
4;0.112604;3662
4;0.130217;3655
4;0.136674;3631
4;0.170232;3591
4;0.170451;3555
4;0.188573;3509
4;0.214445;3496
4;0.217504;3484
4;0.240479;3466
4;0.24165;3444
4;0.242628;3435
4;0.262544;3428
4;0.263384;3386
4;0.30854;3348
4;0.509469;3320
4;2.74018;3306
4;2.74888;3267
5;0.00208288;3916
5;0.013174;3913
5;0.0194539;3877
5;0.0341943;3846
5;0.0408758;3792
5;0.0612907;3783
5;0.0922429;3772
5;0.100224;3744
5;0.111708;3722
5;0.113408;3704
5;0.113662;3685
5;0.130592;3645
5;0.136755;3603
5;0.147825;3583
5;0.162724;3562
5;0.166224;3549
5;0.166565;3541
5;0.180922;3535
5;0.186508;3489
5;0.187001;3482
5;0.391778;3460
5;0.404849;3427
5;0.505525;3408
5;0.515036;3403
5;0.548524;3389
5;0.572236;3361
5;0.676228;3354
5;0.762586;3349
5;0.777962;3344
5;0.782031;3332
5;0.892341;3329
5;0.939759;3318
5;1.37992;3314
5;1.39515;3302
5;1.6184;3275
5;1.63397;3273
5;4.40566;3232
5;14.069;3219
6;0.000921959;3881
6;0.00360175;3855
6;0.00718554;3844
6;0.00732613;3841
6;0.0121736;3801
6;0.0229953;3737
6;0.0252568;3686
6;0.0278324;3683
6;0.0302888;3662
6;0.0357096;3616
6;0.0521127;3605
6;0.0532073;3596
6;0.0536222;3594
6;0.0632031;3554
6;0.0766294;3551
6;0.08105;3540
6;0.109189;3527
6;0.135037;3509
6;0.138231;3501
6;0.145643;3488
6;0.1532;3482
6;0.189636;3454
6;0.237452;3436
6;0.241079;3427
6;0.264473;3420
6;0.293256;3398
6;0.315986;3391
6;0.321553;3384
6;0.379466;3356
6;0.394164;3351
6;0.680831;3346
6;0.689238;3344
6;0.816505;3287
6;0.878279;3275
6;1.04463;3272
6;1.45442;3261
6;1.90341;3234
6;1.93064;3232
6;62.8535;3219
7;0.0017995;3881
7;0.00453917;3842
7;0.0110633;3839
7;0.013682;3803
7;0.0195535;3772
7;0.0379244;3754
7;0.0491841;3745
7;0.0990832;3699
7;0.107718;3685
7;0.112468;3663
7;0.113289;3656
7;0.114428;3628
7;0.130965;3588
7;0.134911;3580
7;0.150568;3574
7;0.158215;3566
7;0.159509;3546
7;0.193455;3507
7;0.201551;3494
7;0.223292;3473
7;0.233282;3452
7;0.280815;3426
7;0.290926;3421
7;0.324393;3385
7;0.379728;3365
7;0.406033;3322
7;0.410577;3299
7;0.591505;3272
7;0.715298;3270
7;0.722822;3258
7;1.10078;3255
7;1.17784;3248
7;1.29043;3237
7;2.2815;3232
7;4.08502;3219
8;0.00106463;3881
8;0.00721304;3872
8;0.00741713;3864
8;0.0202148;3825
8;0.0301961;3772
8;0.0340811;3736
8;0.0366799;3729
8;0.0458407;3726
8;0.0528085;3680
8;0.0535315;3674
8;0.0538783;3634
8;0.0616997;3606
8;0.0868213;3594
8;0.119785;3593
8;0.135879;3557
8;0.184515;3492
8;0.191137;3474
8;0.333823;3450
8;0.350235;3428
8;0.368896;3423
8;0.369147;3402
8;0.460942;3389
8;0.665815;3373
8;0.730434;3371
8;0.746025;3352
8;0.812852;3333
8;0.951722;3328
8;1.12464;3305
8;1.30864;3294
8;5.95104;3282
8;6.03677;3279
8;6.13459;3268
8;8.33952;3265
8;8.43141;3247
9;0.000637542;3887
9;0.00491104;3879
9;0.00754208;3861
9;0.00798821;3858
9;0.0229786;3848
9;0.028559;3782
9;0.0358045;3771
9;0.0411933;3762
9;0.0847421;3759
9;0.0861015;3741
9;0.0891143;3699
9;0.111284;3692
9;0.137941;3673
9;0.161374;3651
9;0.174519;3611
9;0.185692;3565
9;0.22687;3558
9;0.283732;3537
9;0.295554;3519
9;0.32926;3491
9;0.478446;3478
9;0.598091;3471
9;0.775023;3445
9;0.777585;3425
9;0.791354;3382
9;0.859387;3341
9;0.897179;3318
9;0.909607;3313
9;3.08339;3301
9;3.45346;3298
9;3.7182;3287
9;4.81314;3278
9;6.79251;3275
9;7.36714;3265
9;7.38356;3245
9;7.40084;3237
9;7.49758;3198
9;7.53505;3193
9;7.73007;3165
9;7.75639;3163
9;23.4913;3150
9;23.5196;3122

Najlepsza znaleziona ścieka:
60-68-167-70-87-86-85-84-69-67-63-64-56-57-62-61-66-65-88-153-154-89-90-91-96-97-98-95-94-92-93-166-107-106-105-165-163-99-100-101-123-162-122-121-120-102-103-104-114-113-164-127-126-125-128-130-135-6-7-8-9-10-76-74-75-11-12-13-18-19-20-21-30-31-33-34-156-40-39-38-35-36-157-155-41-42-45-44-46-47-48-170-168-72-78-82-79-80-81-0-3-4-5-133-169-112-132-111-110-109-108-83-71-50-49-37-158-32-22-23-24-25-150-161-160-151-14-15-159-16-17-29-28-27-26-149-148-147-137-136-138-139-140-141-134-131-115-116-117-118-119-124-129-146-145-144-143-142-152-2-1-77-73-51-52-53-43-55-54-58-59-60
