nr;czas;koszt
0;8.4e-08;7609
0;1.125e-05;7588
0;1.45e-05;7556
0;1.75e-05;7489
0;5.1959e-05;7463
0;5.7667e-05;7455
0;6.0625e-05;7447
0;8.7792e-05;7408
0;0.000169375;7393
0;0.000175292;7358
0;0.000178709;7345
0;0.000187042;7342
0;0.000195667;7309
0;0.000206875;7296
0;0.000230959;7273
0;0.000241917;7244
0;0.000260709;7156
0;0.000349084;7150
0;0.000352417;7126
0;0.0003555;7121
0;0.0003585;7114
0;0.000361584;7088
0;0.000369959;7068
0;0.000375667;7050
0;0.0003815;7015
0;0.000384709;7002
0;0.000390334;6979
0;0.000395709;6949
0;0.000398834;6919
0;0.000429334;6896
0;0.000437;6870
0;0.000442542;6868
0;0.00046025;6829
0;0.000495292;6815
0;0.000508334;6803
0;0.000516209;6798
0;0.000529542;6793
0;0.000571959;6784
0;0.00059;6756
0;0.000613084;6732
0;0.000635709;6712
0;0.0006585;6707
0;0.000661542;6692
0;0.000666625;6685
0;0.000684667;6667
0;0.000697667;6637
0;0.000700459;6629
0;0.000720459;6621
0;0.000730459;6608
0;0.00073575;6588
0;0.00074875;6587
0;0.00079625;6569
0;0.000806209;6560
0;0.000828542;6559
0;0.0008665;6545
0;0.000869209;6543
0;0.000882;6514
0;0.00089975;6505
0;0.00091;6477
0;0.000915292;6466
0;0.000930792;6460
0;0.000946084;6447
0;0.000971084;6446
0;0.000983584;6435
0;0.00100354;6425
0;0.00100908;6395
0;0.00102437;6386
0;0.00104538;6370
0;0.00105575;6366
0;0.00106587;6344
0;0.00108383;6343
0;0.00109683;6342
0;0.00116896;6339
0;0.00118229;6329
0;0.00119017;6310
0;0.00119554;6283
0;0.00120071;6274
0;0.00120592;6262
0;0.00120875;6248
0;0.00122879;6235
0;0.00125129;6229
0;0.001311;6225
0;0.001326;6224
0;0.00135129;6218
0;0.00136367;6212
0;0.00136896;6193
0;0.00137654;6189
0;0.00138188;6187
0;0.00138967;6181
0;0.00142717;6180
0;0.00144462;6175
0;0.00144754;6171
0;0.00146038;6157
0;0.00146325;6151
0;0.00149296;6150
0;0.00149596;6147
0;0.00149875;6139
0;0.00154846;6136
0;0.00156342;6134
0;0.00157367;6129
0;0.00159658;6127
0;0.00160192;6120
0;0.00160725;6109
0;0.00163183;6076
0;0.00164192;6074
0;0.00164954;6073
0;0.00168688;6065
0;0.00171221;6059
0;0.00171992;6037
0;0.00172517;6015
0;0.0017455;5967
0;0.00176063;5959
0;0.00176858;5924
0;0.00177392;5908
0;0.00181342;5897
0;0.00183817;5893
0;0.00185567;5872
0;0.00187313;5853
0;0.00187838;5827
0;0.00188117;5811
0;0.00190633;5801
0;0.00191167;5785
0;0.00191683;5782
0;0.00193696;5781
0;0.001962;5775
0;0.00197458;5767
0;0.00198771;5765
0;0.00199042;5763
0;0.00200812;5761
0;0.00202337;5747
0;0.00204592;5733
0;0.00204863;5728
0;0.00207883;5719
0;0.00208158;5710
0;0.00208946;5702
0;0.00209942;5695
0;0.00210492;5689
0;0.00211767;5685
0;0.00212796;5671
0;0.0021605;5658
0;0.00220279;5633
0;0.00221054;5616
0;0.00221833;5612
0;0.00222371;5598
0;0.00224383;5590
0;0.00225629;5582
0;0.00227117;5552
0;0.002279;5545
0;0.00229642;5540
0;0.00237967;5513
0;0.00239979;5507
0;0.00247825;5501
0;0.002498;5486
0;0.00250325;5483
0;0.00250842;5480
0;0.00257233;5443
0;0.00261717;5436
0;0.00265704;5417
0;0.00266471;5415
0;0.0026775;5414
0;0.00269017;5402
0;0.00269529;5395
0;0.00278408;5393
0;0.00279933;5392
0;0.0028315;5381
0;0.00283425;5377
0;0.00285688;5373
0;0.00286254;5352
0;0.00293912;5350
0;0.00298633;5347
0;0.003029;5346
0;0.00305858;5344
0;0.00307579;5335
0;0.0030985;5332
0;0.00313567;5325
0;0.0031505;5320
0;0.00316808;5319
0;0.00317092;5318
0;0.00319913;5309
0;0.0032145;5291
0;0.00323958;5290
0;0.00324529;5289
0;0.00332221;5286
0;0.003342;5282
0;0.00344767;5279
0;0.00345562;5265
0;0.00350533;5264
0;0.00350825;5257
0;0.00351338;5251
0;0.00352112;5241
0;0.00353354;5237
0;0.00357087;5235
0;0.00358667;5230
0;0.00360158;5219
0;0.00367496;5216
0;0.00367771;5210
0;0.00378825;5208
0;0.00384842;5204
0;0.00387321;5202
0;0.00390142;5201
0;0.00395483;5200
0;0.00398471;5194
0;0.00399542;5187
0;0.00411808;5182
0;0.00412817;5176
0;0.004136;5166
0;0.00418567;5159
0;0.00431846;5158
0;0.00436762;5150
0;0.00439042;5149
0;0.00444246;5145
0;0.00446733;5135
0;0.00447758;5126
0;0.00451987;5119
0;0.00454996;5112
0;0.0045575;5110
0;0.00466033;5105
0;0.00467033;5104
0;0.0046855;5076
0;0.00477425;5070
0;0.00482846;5041
0;0.00494346;5036
0;0.00496321;5035
0;0.0051105;5029
0;0.00515263;5024
0;0.00525063;5014
0;0.005371;5012
0;0.00537396;5011
0;0.00542842;4997
0;0.00544146;4993
0;0.00544433;4987
0;0.00547408;4986
0;0.00559892;4980
0;0.00562867;4967
0;0.00565842;4966
0;0.00566358;4961
0;0.00569375;4960
0;0.00575092;4958
0;0.00575363;4957
0;0.00576158;4942
0;0.00576667;4940
0;0.00578867;4930
0;0.00587321;4918
0;0.00587858;4914
0;0.00591537;4913
0;0.00594508;4912
0;0.00595987;4904
0;0.00597763;4901
0;0.00600267;4893
0;0.00606433;4890
0;0.00608967;4880
0;0.00609738;4874
0;0.00610767;4872
0;0.00615487;4869
0;0.00620113;4855
0;0.00620642;4852
0;0.00629992;4846
0;0.00631025;4840
0;0.00633813;4839
0;0.00637379;4832
0;0.0064135;4828
0;0.00643717;4826
0;0.00646825;4813
0;0.00653471;4812
0;0.00656704;4809
0;0.00662442;4797
0;0.00670367;4794
0;0.00670912;4793
0;0.00676846;4792
0;0.0068055;4791
0;0.00688667;4783
0;0.00689467;4782
0;0.00703633;4773
0;0.00703921;4766
0;0.00712083;4765
0;0.00717029;4761
0;0.00719742;4758
0;0.00720012;4748
0;0.00721571;4746
0;0.00732912;4745
0;0.00742104;4744
0;0.00742392;4733
0;0.00745858;4730
0;0.0074615;4721
